Company,Company LinkedIn,Company Location (State),Employee Size,Industry,Phone,Revenue,Website
S&S CYCLE,,,201-500,Motor Vehicle Manufacturing,,35.8M,http://www.sscycle.com
S&S CYCLE,https://linkedin.com/company/sscycle,Wisconsin,201-500,Motor Vehicle Manufacturing,,35.8M,http://www.sscycle.com
"S&S CYCLE, INC.",,Wisconsin,140,Automotive,,35822000,sscycle.com
"S&S CYCLE, INC.",,Wisconsin,140,Automotive,+16086271497,,sscycle.com
"S&S CYCLE, INC.",,Wisconsin,140,Automotive,"+1-864-237-5197,+1-706-830-9296",,sscycle.com
SA STONE WEALTH MANAGEMENT INC.,,,"501-1,000",Financial Services,,,http://www.saswealth.com/
SA STONE WEALTH MANAGEMENT INC.,https://www.linkedin.com/company/sa-stone-wealth-management/,,"501-1,000",Financial Services,,,http://www.saswealth.com/
SACO AEI POLYMERS,,,"501-1,000",Plastics Manufacturing,,33.5M,http://www.sacoaei.com
SACO AEI POLYMERS,https://linkedin.com/company/sacoaei,Wisconsin,"501-1,000",Plastics Manufacturing,,33.5M,http://www.sacoaei.com
SACRAMENTO COUNTY,,,"10,001+",Government Administration,,,https://www.saccounty.gov/
SACRAMENTO COUNTY,https://www.linkedin.com/company/sacramento-county/,,"10,001+",Government Administration,,,https://www.saccounty.gov/
SAFCO PRODUCTS,,,180,Furniture and Home Furnishings Manufacturing,,37500000,safcoproducts.com
SAFCO PRODUCTS,,Minnesota,180,Furniture and Home Furnishings Manufacturing,,37500000,safcoproducts.com
SAGINAW CONTROL AND ENGINEERING,,,150,Automation Machinery Manufacturing,,200000000,saginawcontrol.com
SAGINAW CONTROL AND ENGINEERING,,Michigan,150,Automation Machinery Manufacturing,,200000000,saginawcontrol.com
SAINT AGATHA PARISH,,,seven,,,,https://www.stagathabm.com/
SAINT AGATHA PARISH,,,four,,,,https://www.stagathabm.com/
SAINT LOUIS UNIVERSITY,,,"1,001-5,000",Higher Education,,,http://slu.edu/
SAINT LOUIS UNIVERSITY,,,"1,001-5,000",Higher Education,,,https://www.slu.edu/
SAINT LOUIS UNIVERSITY,https://www.linkedin.com/school/saint-louis-university/,,"1,001-5,000",Higher Education,,,http://slu.edu/
SAINT LOUIS UNIVERSITY,https://www.linkedin.com/school/saint-louis-university/,,"1,001-5,000",Higher Education,,,https://www.slu.edu/
SALINE LECTRONICS,,,51-200,"Appliances, Electrical, and Electronics ManufacturingAppliances, Electrical, and Electronics Manufacturing",,39.3M,http://www.lectronics.net/
SALINE LECTRONICS,,Michigan,86,machinery,,$38.0M,lectronics.net
SALINE LECTRONICS,https://linkedin.com/company/saline-lectronics-inc-/,New Hampshire,51-200,"Appliances, Electrical, and Electronics ManufacturingAppliances, Electrical, and Electronics Manufacturing",,39.3M,http://www.lectronics.net/
SALM PARTNERS,,,201-500,Food and Beverage Manufacturing,,168M,http://www.salmpartners.com
SALM PARTNERS,https://linkedin.com/company/salm-partners-llc,South Carolina,201-500,Food and Beverage Manufacturing,,168M,http://www.salmpartners.com
SALON INNOVATIONS,,,51-200,Consumer Goods,,,https://www.saloninnovations.com/
SALON INNOVATIONS,https://www.linkedin.com/company/salon-innovations/,,51-200,Consumer Goods,,,https://www.saloninnovations.com/
SALT CYBERSECURITY,,,11-50,Computer and Network Security,,,http://www.saltcyber.com/
SALT CYBERSECURITY,https://www.linkedin.com/company/saltcybersecurity/,,11-50,Computer and Network Security,,,http://www.saltcyber.com/
SALTEE SHIRT,,,nine,,,,
SALTEE SHIRT,,,ten,,,,
SANDRIDGE,,,"501-1,000",Food and Beverage Manufacturing,,80M,http://www.sandridge.com
SANDRIDGE,https://www.linkedin.com/company/147439,Ohio,"501-1,000",Food and Beverage Manufacturing,,80M,http://www.sandridge.com
SANOH AMERICA,,,"1,001-5,000",Automotive,,66.1M,http://www.sanoh-america.com
SANOH AMERICA,https://www.linkedin.com/company/1033220,Ohio,"1,001-5,000",Automotive,,66.1M,http://www.sanoh-america.com
SANSEGAL,,,two,,,,https://sansegalchina.com/
SANSEGAL,,,ten,,,,https://sansegalchina.com/
SANSEGAL,,,eight,,,,https://sansegalchina.com/
SAP,,,108000,Information Technology & Services,,,http://www.sap.com/
SAP,https://www.linkedin.com/company/sap/,,108000,Information Technology & Services,,,http://www.sap.com/
SARTORI,,,"501-1,000",Food and Beverage Manufacturing,,130M,http://www.sartoricheese.com/
SARTORI,,,"501-1,000",Food and Beverage Manufacturing,,130M,http://www.sartoricheese.com/careers
SARTORI,https://linkedin.com/company/sartori-company,Wisconsin,"501-1,000",Food and Beverage Manufacturing,,130M,http://www.sartoricheese.com/
SARTORI,https://linkedin.com/company/sartori-company,Wisconsin,"501-1,000",Food and Beverage Manufacturing,,130M,http://www.sartoricheese.com/careers
SAUDER MANUFACTURING CO.,,,201-500,Furniture and Home Furnishings Manufacturing,,55.2M,http://www.saudermfg.com
SAUDER MANUFACTURING CO.,https://linkedin.com/company/sauder-manufacturing-co.,Ohio,201-500,Furniture and Home Furnishings Manufacturing,,55.2M,http://www.saudermfg.com
SAVANNAH PORT SERVICES,,,eight,,,,https://www.savannahportservices.com/
SAVANNAH PORT SERVICES,,,five,,,,https://www.savannahportservices.com/
SAXON FINANCIAL SERVICES,,,11-50,Financial Services,,,http://gosaxon.com/
SAXON FINANCIAL SERVICES,https://www.linkedin.com/company/saxon-financial-consulting/,,11-50,Financial Services,,,http://gosaxon.com/
"SCANLAN INTERNATIONAL, INC.",,Minnesota,200,medical devices,,31100000,scanlaninternational.com
"SCANLAN INTERNATIONAL, INC.",,Minnesota,200,medical devices,+1 (800) 328-9458,,scanlaninternational.com
SCAN-PAC MANUFACTURING,,Wisconsin,56,machinery,,25600000,scanpac.com
SCAN-PAC MANUFACTURING,,Wisconsin,56,machinery,+12622502304,,scanpac.com
SCHAEDLER YESCO DISTRIBUTION,,,201-500,Wholesale,,60M,https://www.sydist.com
SCHAEDLER YESCO DISTRIBUTION,https://www.linkedin.com/company/schaedler-yesco-distribution,Pennsylvania,201-500,Wholesale,,60M,https://www.sydist.com
SCHILLER GROUNDS CARE,,Pennsylvania,82,machinery,,$73.3M,schillergc.com
SCHILLER GROUNDS CARE,,Pennsylvania,82,machinery,+1 (610) 658-0888,,schillergc.com
SCHLAGE LOCKS,,,"5,001-10,000",Manufacturing,,434.5M,http://www.schlage.com
SCHLAGE LOCKS,https://www.linkedin.com/company/schlage,Indiana,"5,001-10,000",Manufacturing,,434.5M,http://www.schlage.com
SCHNEIDER DOWNS,,,"501-1,000",Accounting,,,http://www.schneiderdowns.com/
SCHNEIDER DOWNS,https://www.linkedin.com/company/schneider-downs/,,nine,Accounting,,,http://www.schneiderdowns.com/
SCHNEIDER DOWNS,https://www.linkedin.com/company/schneider-downs/,,"501-1,000",Accounting,,,http://www.schneiderdowns.com/
SCHNELLER,,,201-500,Aviation and Aerospace Component Manufacturing,,100M,http://www.schneller.com
SCHNELLER,https://www.linkedin.com/company/121229,Ohio,201-500,Aviation and Aerospace Component Manufacturing,,100M,http://www.schneller.com
SCHOEP'S ICE CREAM,,,51-200,Food Production,,60M,http://www.schoepsicecream.com
SCHOEP'S ICE CREAM,https://linkedin.com/company/schoeps-ice-cream-co-inc,Wisconsin,51-200,Food Production,,60M,http://www.schoepsicecream.com
SCHOOL OUTFITTERS,,,200,Retail,,38000000,http://www.schooloutfitters.com
SCHOOL OUTFITTERS,,Ohio,200,Retail,,38000000,http://www.schooloutfitters.com
SCHUETTE METALS,,Wisconsin,65,mining & metals,,55025000,schuettemetals.com
SCHUETTE METALS,,Wisconsin,65,mining & metals,+1-414-688-0623,,schuettemetals.com
SCHUETTE METALS,,Wisconsin,65,mining & metals,+1-517-581-0809,,schuettemetals.com
SCHUETTE METALS,,Wisconsin,65,mining & metals,+17153554500,,schuettemetals.com
SCHUETTE METALS,,Wisconsin,65,mining & metals,+17155733342,,schuettemetals.com
SCHWEBEL BAKING,,,"501-1,000",Food and Beverage Manufacturing,,293.7M,http://www.schwebels.com
SCHWEBEL BAKING,https://linkedin.com/company/schwebel-baking-co-,,two,Food and Beverage Manufacturing,,,http://www.schwebels.com
SCHWEBEL BAKING,https://linkedin.com/company/schwebel-baking-co-,Ohio,"501-1,000",Food and Beverage Manufacturing,,293.7M,http://www.schwebels.com
SCIENTIFIC PROTEIN LABORATORIES,,,201-500,Pharmaceutical Manufacturing,,44.9M,https://www.splpharma.com
SCIENTIFIC PROTEIN LABORATORIES,https://linkedin.com/company/spl-pharma.com,Wisconsin,201-500,Pharmaceutical Manufacturing,,44.9M,https://www.splpharma.com
"SCOTT & VICTOR, LLC.",,,4,Marketing & Advertising,,,https://scottandvictor.com/
"SCOTT & VICTOR, LLC.",https://www.linkedin.com/company/scottandvictor/,,4,Marketing & Advertising,,,https://scottandvictor.com/
SCOTT EQUIPMENT COMPANY,,Minnesota,200,machinery,,180000000,scottequipment.com
SCOTT EQUIPMENT COMPANY,,Minnesota,200,machinery,+1 (952) 758-2591,,scottequipment.com
SEAGRAVE FIRE APPARATUS,,,201-500,Automotive,,49.4M,https://seagrave.com
SEAGRAVE FIRE APPARATUS,https://linkedin.com/company/seagravefireapparatus,Wisconsin,201-500,Automotive,,49.4M,https://seagrave.com
"SEAN CRIMMINS PROFESSIONAL RV CONSULTANT, LLC",,,0,Automotive,,,https://scrvconsultant.com/
"SEAN CRIMMINS PROFESSIONAL RV CONSULTANT, LLC",http://www.linkedin.com/company/sean-crimmins-foley-rv-center,,0,Automotive,,,https://scrvconsultant.com/
SECANT GROUP,,,51-200,Textile Manufacturing,,35.1M,http://www.secant.com
SECANT GROUP,https://www.linkedin.com/company/1028078,Pennsylvania,51-200,Textile Manufacturing,,35.1M,http://www.secant.com
SECHAN ELECTRONICS,,,201-500,Defense and Space Manufacturing,,51M,http://www.sechan.com
SECHAN ELECTRONICS,https://www.linkedin.com/company/1666414,,one,Defense and Space Manufacturing,,,http://www.sechan.com
SECHAN ELECTRONICS,https://www.linkedin.com/company/1666414,Pennsylvania,201-500,Defense and Space Manufacturing,,51M,http://www.sechan.com
SEDGWICK,,,three,,,,
SEDGWICK,,,"10,001+",Insurance,,,https://www.sedgwick.com/
SEDGWICK,https://www.linkedin.com/company/sedgwick/,,"10,001+",Insurance,,,https://www.sedgwick.com/
SEEGRID,,,201-500,Automation Machinery Manufacturing,,70M,http://www.seegrid.com/
SEEGRID,https://www.linkedin.com/company/157132,,three,Automation Machinery Manufacturing,,,http://www.seegrid.com/
SEEGRID,https://www.linkedin.com/company/157132,Pennsylvania,201-500,Automation Machinery Manufacturing,,70M,http://www.seegrid.com/
"SEKISUI VOLTEK, LLC",,Michigan,93,plastics,,$37.5M,sekisuivoltek.com
"SEKISUI VOLTEK, LLC",,Michigan,93,plastics,+18002250668,,sekisuivoltek.com
SEMCO ENERGY,,,201-500,Utilities,,48.9M,http://www.semcoenergygas.com
SEMCO ENERGY,https://www.linkedin.com/company/semco-energy,Michigan,201-500,Utilities,,48.9M,http://www.semcoenergygas.com
SENSIT,,,68,electrical/electronic manufacturing,,25900000,http://www.gasleaksensors.com
SENSIT,,Indiana,68,electrical/electronic manufacturing,,25900000,http://www.gasleaksensors.com
SEO CHALLENGERS,,,four,,,,http://www.seochallengers.com/
SEO CHALLENGERS,,,two,,,,http://www.seochallengers.com/
SERIGRAPH,,,"501-1,000",Printing Services,,500M,https://www.serigraph.com
SERIGRAPH,https://linkedin.com/company/serigraph,,seven,Printing Services,,,https://www.serigraph.com
SERIGRAPH,https://linkedin.com/company/serigraph,Wisconsin,"501-1,000",Printing Services,,500M,https://www.serigraph.com
SERRA AUTOMOTIVE,,,"1,001-5,000",Automotive,,276.1M,http://www.serrausa.com/
SERRA AUTOMOTIVE,https://linkedin.com/company/serrausa/,,two,Automotive,,,http://www.serrausa.com/
SERRA AUTOMOTIVE,https://linkedin.com/company/serrausa/,Michigan,"1,001-5,000",Automotive,,276.1M,http://www.serrausa.com/
SERVE ELECTRIC,,,78,Automation Machinery Manufacturing,,76400000,serveelectric.com
SERVE ELECTRIC,,Michigan,78,Automation Machinery Manufacturing,,76400000,serveelectric.com
SERVICE WIRE,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,88M,http://www.servicewire.com
SERVICE WIRE,https://www.linkedin.com/company/servicewirecompany,West Virginia,201-500,"Appliances, Electrical, and Electronics Manufacturing",,88M,http://www.servicewire.com
SERVICENOW,,,three,,,,
SERVICENOW,,,"10,001+",Software Development,,,http://www.servicenow.com/
SERVICENOW,https://www.linkedin.com/company/servicenow/,,"10,001+",Software Development,,,http://www.servicenow.com/
SHAPE PROCESS AUTOMATION,,,201-500,Automation Machinery Manufacturing,,57.9M,http://www.shapeprocessautomation.com
SHAPE PROCESS AUTOMATION,https://www.linkedin.com/company/1333868,Michigan,201-500,Automation Machinery Manufacturing,,57.9M,http://www.shapeprocessautomation.com
SHARP SERVICES,,,"1,001-5,000",Pharmaceutical Manufacturing,,388M,https://www.sharpservices.com/
SHARP SERVICES,https://www.linkedin.com/company/67130,Pennsylvania,"1,001-5,000",Pharmaceutical Manufacturing,,388M,https://www.sharpservices.com/
SHARPER IMAGE,,,51-200,Computers and Electronics Manufacturing,,200M,http://www.sharperimage.com
SHARPER IMAGE,https://linkedin.com/company/sharperimage-com,Michigan,51-200,Computers and Electronics Manufacturing,,200M,http://www.sharperimage.com
SHELLBACK SEMICONDUCTOR TECHNOLOGY,,,51-200,Semiconductor Manufacturing,,40000000,http://www.shellbacksemi.com
SHELLBACK SEMICONDUCTOR TECHNOLOGY,https://www.linkedin.com/company/678551,Pennsylvania,51-200,Semiconductor Manufacturing,,40000000,http://www.shellbacksemi.com
SHELLBACK SEMICONDUCTOR TECHNOLOGY,https://www.linkedin.com/company/678551,Texas,51-200,Semiconductor Manufacturing,,40000000,http://www.shellbacksemi.com
SHIN-ETSU SILICONES OF AMERICA,,,51-200,Chemical Manufacturing,,31.9M,http://Shinetsusilicones.com
SHIN-ETSU SILICONES OF AMERICA,https://linkedin.com/company/shin-etsu-silicones,Ohio,51-200,Chemical Manufacturing,,31.9M,http://Shinetsusilicones.com
SHINOLA,,,"501-1,000",Consumer Goods,,100M,http://shinola.com/
SHINOLA,,,"501-1,000",Manufacturing,,100M,http://shinola.com/
SHINOLA,https://linkedin.com/company/shinola,Michigan,"501-1,000",Manufacturing,,100M,http://shinola.com/
SHINOLA,https://linkedin.com/company/shinola/,,six,Consumer Goods,,,http://shinola.com/
SHINOLA,https://linkedin.com/company/shinola/,Michigan,"501-1,000",Consumer Goods,,100M,http://shinola.com/
SHOP VAC USA,,,201-500,Manufacturing,,303.8M,http://www.shopvac.com
SHOP VAC USA,https://www.linkedin.com/company/5665373,,nine,Manufacturing,,,http://www.shopvac.com
SHOP VAC USA,https://www.linkedin.com/company/5665373,Pennsylvania,201-500,Manufacturing,,303.8M,http://www.shopvac.com
SHORELINE CONTAINER,,Michigan,110,Packaging & Containers,,68200000,shorelinecontainer.com
SHORELINE CONTAINER,,Michigan,110,Packaging & Containers,+1-616-836-4390,,shorelinecontainer.com
SIFCO INDUSTRIES,,,"501-1,000",Aviation and Aerospace Component Manufacturing,,83.9M,http://www.sifco.com
SIFCO INDUSTRIES,https://linkedin.com/company/sifco-industries-inc,Ohio,"501-1,000",Aviation and Aerospace Component Manufacturing,,83.9M,http://www.sifco.com
SIGHTPATH MEDICAL,,Minnesota,500,medical devices,,40000000,sightpathmedical.com
SIGHTPATH MEDICAL,,Minnesota,500,medical devices,+1 (952) 881-2500,,sightpathmedical.com
SIGMA - DARLINGTON,,,five,,,,
SIGMA - DARLINGTON,,,two,,,,
SIGMA - DARLINGTON,,,six,,,,
SIGNARAMA,,,1400,Retail,,55000000,http://www.signarama.com
SIGNARAMA,,Florida,1400,Retail,,55000000,http://www.signarama.com
SIGNICAST,,,"501-1,000",Manufacturing,,205M,http://www.signicast.com
SIGNICAST,https://linkedin.com/company/signicastinvestmentcastings,Wisconsin,"501-1,000",Manufacturing,,205M,http://www.signicast.com
SILBERLINE,,,"501-1,000",Chemical Manufacturing,,306.2M,http://www.silberline.com/
SILBERLINE,https://www.linkedin.com/company/silberline,Pennsylvania,"501-1,000",Chemical Manufacturing,,306.2M,http://www.silberline.com/
SILFEX,,,"1,001-5,000",Semiconductor Manufacturing,,234.9M,http://www.silfex.com
SILFEX,https://www.linkedin.com/company/772837,Ohio,"1,001-5,000",Semiconductor Manufacturing,,234.9M,http://www.silfex.com
SILGAN SPECIALTY,,,"501-1,000",Packaging and Containers Manufacturing,,48.2M,https://silganspecialty.com
SILGAN SPECIALTY,https://linkedin.com/company/silgan-specialty-packaging,Wisconsin,"501-1,000",Packaging and Containers Manufacturing,,48.2M,https://silganspecialty.com
SILVER SPRING FOODS,,,201-500,Food and Beverage Manufacturing,,50M,http://www.silverspringfoods.com
SILVER SPRING FOODS,https://linkedin.com/company/silver-spring-foods-inc-,Wisconsin,201-500,Food and Beverage Manufacturing,,50M,http://www.silverspringfoods.com
SIMONA BOLTARON,,,51-200,Plastics Manufacturing,,40.7M,http://www.boltaron.com
SIMONA BOLTARON,https://www.linkedin.com/company/259665,Ohio,51-200,Plastics Manufacturing,,40.7M,http://www.boltaron.com
SIMPLY SIGNS,,,two,,,,https://www.simplysignsgraphics.com/
SIMPLY SIGNS,,,six,,,,https://www.simplysignsgraphics.com/
SINTO AMERICA,,,201-500,Machinery Manufacturing,,36.3M,http://www.sintoamerica.com
SINTO AMERICA,https://www.linkedin.com/company/231198,Michigan,201-500,Machinery Manufacturing,,36.3M,http://www.sintoamerica.com
SITECORE,,,"1,001-5,000",Software Development,,,https://www.sitecore.com/
SITECORE,https://www.linkedin.com/company/sitecore/,,"1,001-5,000",Software Development,,,https://www.sitecore.com/
SITEX,,Kentucky,170,textiles,,$25.6M,sitex-corp.com
SITEX,,Kentucky,170,textiles,,25600000,sitex-corp.com
SITEX,,Kentucky,170,textiles,+12708273537,,sitex-corp.com
SJE,,,six,,,,
SJE,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,,http://www.sjeinc.com/
SJE,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,,https://sjeinc.com/
SJE,https://www.linkedin.com/company/sje-inc-official/,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,,http://www.sjeinc.com/
SJE,https://www.linkedin.com/company/sje-inc-official//,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,,https://sjeinc.com/
SJE INC,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,,http://www.sjeinc.com/
SJE INC,https://www.linkedin.com/company/sje-inc-official/,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,,http://www.sjeinc.com/
SJE INC,https://www.linkedin.com/company/sje-inc-official//,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,,http://www.sjeinc.com/
SJE INC.,,,one,"Appliances, Electrical, and Electronics Manufacturing",,,http://www.sjeinc.com/
SJE INC.,,,130,electrical/electronic manufacturing,,,http://www.sjeinc.com/
SJE INC.,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,,http://www.sjeinc.com/
SJE INC.,https://www.linkedin.com/company/sje-inc-official/,,two,"Appliances, Electrical, and Electronics Manufacturing",,,http://www.sjeinc.com/
SJE INC.,https://www.linkedin.com/company/sje-inc-official/,,130,electrical/electronic manufacturing,,,http://www.sjeinc.com/
SJE INC.,https://www.linkedin.com/company/sje-inc-official/,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,,http://www.sjeinc.com/
SJE INC.,https://www.linkedin.com/company/sje-inc-official//,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,,http://www.sjeinc.com/
SJE RHOMBUS,,,160,machinery,,,https://www.sjerhombus.com/
SJE RHOMBUS,,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,,https://www.sjerhombus.com/
SJE RHOMBUS,,,201-500,Automation Machinery Manufacturing,,,http://www.sjerhombus.com/
SJE RHOMBUS,,,201-500,Automation Machinery Manufacturing,,,https://www.sjerhombus.com/
SJE RHOMBUS,,,160,machinery,,,https://www.sjerhombus.com/
SJE RHOMBUS,https://www.linkedin.com/company/sje-rhombus/,,201-500,"Appliances, Electrical, and Electronics Manufacturing",,,https://www.sjerhombus.com/
SJE RHOMBUS,https://www.linkedin.com/company/sje-rhombus/,,201-500,Automation Machinery Manufacturing,,,http://www.sjerhombus.com/
